plu,category,commodity,variety,size,measurements_north_america,measurements_rest_of_world,restrictions_notes,botanical_name,aka,notes,revision_date,date_added,gpc,image_url,image
3134,Vegetables,Pumpkin,Pie Pumpkin,All Sizes,NA,NA,NA,Cucurbita pepo,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3134-pie-pumpkin_1633963673.jpg,3134-pie-pumpkin_1633963673.jpg
3135,Vegetables,Gourd,Ornamental,All Sizes,NA,NA,NA,Trichosarthes cucumerina,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3136,Fruits,Sapodillo/Nispero,NA,All Sizes,NA,NA,NA,Manilkara zapote,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3137,Fruits,Sapote,White,All Sizes,NA,NA,NA,Casimiroa edulis,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3137-sapote-white_1635264028.jpg,3137-sapote-white_1635264028.jpg
3138,Fruits,Sapote,Black,All Sizes,NA,NA,NA,Diospyros digyna,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3139,Herbs,Savory,NA,All Sizes,NA,NA,NA,Satureja spp.,NA,NA,2018-10-08,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3139-savory-02_1614709290.jpg,3139-savory-02_1614709290.jpg
3140,Vegetables,Squash,Cucuzza,All Sizes,NA,NA,NA,C.pepo,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3141,Vegetables,Squash,Opo,All Sizes,NA,NA,NA,Langenaria siceraria,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3141-opo-squash_1635180261.jpg,3141-opo-squash_1635180261.jpg
3142,Vegetables,Squash,Carnival,All Sizes,NA,NA,NA,C.pepo,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3143,Vegetables,Squash,Acorn - baby,All Sizes,NA,NA,NA,C.pepo,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3144,Fruits,Tangerines/Mandarins,Fall Glo,All Sizes,NA,NA,NA,Citrus spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3145,Vegetables,Tomatoes,Plum/Italian/Saladette/Roma (Yellow),All Sizes,NA,NA,NA,Lycopersicon esculenta,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3146,Vegetables,Tomatoes,"Cherry - Red, On the Vine",All Sizes,NA,Up to and including 35mm diam,NA,Lycopersicon esculenta,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3146-tomatoes-cherry_1614716287.jpg,3146-tomatoes-cherry_1614716287.jpg
3147,Vegetables,Tomatoes,"Cherry - Yellow, On the Vine",All Sizes,NA,Up to and including 35mm diam,NA,Lycopersicon esculenta,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3148,Vegetables,Tomatoes,"Regular - Yelllow, On the Vine (Truss)",All Sizes,NA,NA,NA,Lycopersicon esculenta,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3148-tomatoes-vineripe-yellow-04_1614716604.jpg,3148-tomatoes-vineripe-yellow-04_1614716604.jpg
3149,Vegetables,Tomatoes,"Regular - Orange, On the Vine",All Sizes,NA,NA,NA,Lycopersicon esculenta,NA,NA,2021-06-29,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3149-tomatoes-vineripe-orange-02_1614717009.jpg,3149-tomatoes-vineripe-orange-02_1614717009.jpg
3150,Vegetables,Tomatoes,Cocktail/Intermediate - Red,All Sizes,NA,35 - 40mm diameter,NA,Lycopersicon esculenta,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3151,Vegetables,Tomatoes,"Vine Ripe, Regular - Red",Large,5X6 and larger,Diameter 70mm and above,NA,Lycopersicon esculenta,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3151-tomatoes-vineripe-red-05_1614717394.jpg,3151-tomatoes-vineripe-red-05_1614717394.jpg
3152,Fruits,Grapefruit,Melogold,All Sizes,NA,NA,NA,C.grandis,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3153,Fruits,Oranges,Delta Seedless,Medium,88/72 size,Average Fruit Dimensions = 66mm - under 84mm,NA,Citrus spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3154,Fruits,Oranges,Delta Seedless,Large,56 size and larger,Average Fruit Dimensions = 84mm and above,NA,Citrus spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3155,Fruits,Oranges,Midknight,Medium,88/72 size,Average Fruit Dimensions = 66mm - under 84mm,NA,Citrus spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3156,Fruits,Oranges,Midknight,Large,56 size and larger,Average Fruit Dimensions = 84mm and above,NA,Citrus spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3157,Fruits,Grapefruit,White,Extra Large,27 size and larger,NA,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus paradisi,NA,NA,2002-05-02,2002-05-02,NA,http://check.ifpsglobal.com/file/view/4291-grapefruit-06-1625078751_1633446169.jpg,4291-grapefruit-06-1625078751_1633446169.jpg
3158,Fruits,Grapefruit,White,Extra Large,27 size and larger,NA,"Restricted for items grown in Texas, Arizona and New Mexico in the U.S.",Citrus paradisi,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4291-grapefruit-06-1625078751_1633446377.jpg,4291-grapefruit-06-1625078751_1633446377.jpg
3159,Fruits,Grapefruit,White,Extra Large,27 size and larger,Average Fruit Dimensions = 108mm and above,NA,Citrus paradisi,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4291-grapefruit-06-1625078751_1633446441.jpg,4291-grapefruit-06-1625078751_1633446441.jpg
3160,Vegetables,Gai Lan,Synonymous with Chinese Broccoli,All Sizes,NA,NA,NA,Brassica oleracea,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3160-gai-lan-4_1614717743.jpg,3160-gai-lan-4_1614717743.jpg
3161,Vegetables,Gai (Gui) Choy (Chinese Or Indian Mustard),Baby - Chinese or Indian Mustard,All Sizes,NA,NA,NA,Brassica juncea,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3162,Vegetables,Ong Choy,Synonymous with Water Spinach,All Sizes,NA,NA,NA,Ipomoea aquatica,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3163,Vegetables,Bok Choy (Pak Choi),Shanghai,All Sizes,NA,NA,NA,Brassica rapa,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3163-bok-choy_1635170019.jpg,3163-bok-choy_1635170019.jpg
3164,Vegetables,Yu Choy,NA,All Sizes,NA,NA,NA,Brassica rapa,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3164-yu-choy_1635178242.jpg,3164-yu-choy_1635178242.jpg
3165,Vegetables,Radicchio,Treviso,All Sizes,NA,NA,NA,Cichorium intybus,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3166,Vegetables,Cabbage,Tuscan,All Sizes,NA,NA,Identified lacinato kale and tuscan cabbage one and the same,Brassica oleracea,Lacinato Kale,NA,2013-05-06,2013-05-06,NA,http://check.ifpsglobal.com/file/view/3166-tuscan-lacinato-kale_1635170723.jpg,3166-tuscan-lacinato-kale_1635170723.jpg
3167,Vegetables,Frisee,NA,All Sizes,NA,NA,NA,Cichorium endivia,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3167-frisee_1614718130.jpg,3167-frisee_1614718130.jpg
3168,Vegetables,Radicchio,Castlefranco,All Sizes,NA,NA,NA,Cichorium intybus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3168-radicchio-castelfranco-02_1614718366.jpg,3168-radicchio-castelfranco-02_1614718366.jpg
3169,Vegetables,Lettuce,Catalogna,All Sizes,NA,NA,NA,Lactuca sativa,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3170,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3171,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3172,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3173,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3174,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3175,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3176,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3177,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3178,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3179,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3180,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3181,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3182,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3183,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3184,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3185,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3186,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3187,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3188,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3189,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3190,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3191,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3192,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3193,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3194,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3195,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3196,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3197,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3198,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3199,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3200,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3201,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3202,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3203,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3204,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3205,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3206,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3207,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3208,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3209,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3210,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3211,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3212,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3213,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3214,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3215,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3216,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3217,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3218,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3219,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3220,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3221,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3222,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3223,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3224,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3225,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3226,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3227,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3228,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3229,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3230,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3231,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3232,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3233,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3234,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3235,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3236,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3237,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3238,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3239,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3240,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3241,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3242,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3243,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3244,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3245,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3246,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3247,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3248,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3249,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3250,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3251,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3252,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3253,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3254,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3255,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3256,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3257,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3258,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3259,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3260,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3261,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3262,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3263,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3264,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3265,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3266,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3267,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3268,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3269,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3270,All,For Use With All Commodities,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3271,Fruits,Apples,Virginia Gold,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
3272,Fruits,Apples,Sommerfeld,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
3273,Vegetables,Beets,Golden,All Sizes,NA,NA,NA,Beta vulgaris,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3273-golden-beets_1635172601.jpg,3273-golden-beets_1635172601.jpg
3274,Fruits,Prunes,Fresh,All Sizes,NA,NA,NA,Prunus domestica,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3275,Vegetables,Name,Yellow (nyAH-may),All Sizes,NA,NA,NA,Dioscorea trifidia,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3276,Vegetables,Name,White (nyAH-may),All Sizes,NA,NA,NA,Dioscorea trifidia,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3276-name-white_1634146226.jpg,3276-name-white_1634146226.jpg
3277,Vegetables,Broccoli,Baby,All Sizes,NA,NA,NA,Brassica oleracea,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
3278,Fruits,Plumcot (Interspecific Plum),NA,All Sizes,NA,NA,A hybrid of plum and other species of stone fruit (primarily apricot) exhibiting more plum-like characteristics.,Prunus spp.,Pluot®,NA,2008-06-03,2008-06-03,NA,http://check.ifpsglobal.com/file/view/3278-plumcot_1634145240.jpg,3278-plumcot_1634145240.jpg
3279,Fruits,Kiwifruit,Golden,All Sizes,NA,NA,NA,A.chinensis,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3279-kiwi-gold-03_1614718637.jpg,3279-kiwi-gold-03_1614718637.jpg
3280,Fruits,Kiwifruit,Regular,Jumbo,22 size and larger,Average Fruit Weight =  150g and above,NA,Actinidia deliciosa,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4030-kiwi-fruit-04-1625013864_1633447661.jpg,4030-kiwi-fruit-04-1625013864_1633447661.jpg
3281,Fruits,Melon,"Watermelon - Orange, Seedless",All Sizes,NA,NA,NA,Citrullus lanatus,NA,NA,2000-01-01,2000-01-01,NA,NA,NA
3282,Vegetables,Tomatoes,Plum/Italian/Saladette/Roma on the vine - Red,All Sizes,NA,NA,NA,Lycopersicon esculenta,NA,NA,2000-01-01,2000-01-01,NA,NA,NA
3283,Fruits,Apples,Honeycrisp,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,2000-01-01,NA,http://check.ifpsglobal.com/file/view/honeycrisp-apple-pic-2-082914_1456865408.jpg,honeycrisp-apple-pic-2-082914_1456865408.jpg
3284,Fruits,Apples,Red Delicious,Extra Large,64 size and larger,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,2000-01-01,NA,http://check.ifpsglobal.com/file/view/3284-red-delicious-apple_1629986196.PNG,3284-red-delicious-apple_1629986196.PNG
3285,Fruits,Apples,Golden Delicious,Extra Large,64 size and larger,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,2000-01-01,NA,http://check.ifpsglobal.com/file/view/3285-apple-golden-delicious_1630597392.jpg,3285-apple-golden-delicious_1630597392.jpg
3286,Vegetables,Onions,Sweet red Italian - flat,All Sizes,NA,NA,NA,Allium spp.,NA,NA,2000-01-01,2000-01-01,NA,NA,NA
3287,Fruits,Bananas,Hawaiian plantain,All Sizes,NA,NA,NA,Musa spp.,NA,NA,2000-01-01,2000-01-01,NA,NA,NA
3288,Vegetables,Sweet Potato/Yam/Kumara,Retailer Assigned,All Sizes,NA,NA,Terminology used to include both sweet potato and yam,Ipomoea batato,NA,NA,2009-06-10,2009-06-10,NA,NA,NA
3289,Fruits,Melon,Sprite,All Sizes,NA,NA,NA,Cucumis melo,NA,NA,2002-05-02,2002-05-02,NA,http://check.ifpsglobal.com/file/view/sprite-melons-pic_1629311988.jpg,sprite-melons-pic_1629311988.jpg
3290,Fruits,Apples,Aurora/Southern Rose,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,2002-10-16,NA,NA,NA
3291,Fruits,Apples,Boskoop/Belle de Boskoop,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,2002-10-16,NA,NA,NA
3292,Fruits,Apples,Boskoop/Belle de Boskoop,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,2002-10-16,NA,NA,NA
3293,Fruits,Apples,Scifresh,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,Jazz,NA,2021-02-26,2002-10-16,NA,http://check.ifpsglobal.com/file/view/3294-scifresh-apple_1633963368.jpg,3294-scifresh-apple_1633963368.jpg
3294,Fruits,Apples,Scifresh,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,Jazz,NA,2021-02-26,2002-10-16,NA,http://check.ifpsglobal.com/file/view/3294-scifresh-apple_1633963331.jpg,3294-scifresh-apple_1633963331.jpg
3295,Fruits,Apples,Sciearly,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,Pacific Beauty,NA,2021-02-26,2002-10-16,NA,NA,NA
3296,Fruits,Apples,Sciearly,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,Pacific Beauty,NA,2021-02-26,2002-10-16,NA,NA,NA
